Industry,Stage,Country,Funds_Raised,Cash_Reserves,Profit_Margin,Revenue_Growth,Laid_Off
Infrastructure,Acquired,United States,20.0,739118000.0,0.07297858574305315,-0.02998185339802173,0
Infrastructure,Acquired,United States,20.0,872799000.0,0.1343269863947636,0.04141818261124541,0
Transportation,Post-IPO,United States,1600.0,173704000.0,-0.0045336787564766836,0.045112804036393284,0
Transportation,Post-IPO,United States,1600.0,301000000.0,-0.034482758620689655,0.1832901554404145,0
Transportation,Post-IPO,United States,1600.0,370000000.0,-0.016035634743875277,0.2287903667214013,0
Transportation,Post-IPO,United States,1600.0,201000000.0,0.006594724220623501,0.4859688195991092,0
Transportation,Post-IPO,United States,1600.0,297000000.0,-0.009195402298850575,0.043165467625899234,0
Transportation,Post-IPO,United States,1600.0,403000000.0,-0.023714361843858247,0.07844827586206904,1
Transportation,Post-IPO,United States,1600.0,247000000.0,-0.07434944237918216,-0.06821209698907538,1
Transportation,Post-IPO,United States,1600.0,1047000000.0,-0.061277033985581875,0.11066628538747492,1
Transportation,Post-IPO,United States,1600.0,316000000.0,-0.08357944477259303,-0.12821833161688978,1
Support,Post-IPO,United States,429.0,1014400000.0,-0.27256259899572,0.045112804036393284,0
Support,Post-IPO,United States,429.0,1014400000.0,-0.21807706837929733,0.07046810231523604,0
Support,Post-IPO,United States,429.0,1014400000.0,-0.27213892942962864,0.06776539478655086,1
Support,Post-IPO,United States,429.0,530858000.0,-0.1744264647049897,0.06863915793198005,1
Support,Post-IPO,United States,429.0,544114000.0,-0.03726526381390261,0.04395538737303317,1
Support,Post-IPO,United States,429.0,578626000.0,-0.004034331129673201,0.051382821094937414,1
Support,Post-IPO,United States,429.0,662555000.0,0.10886837240676185,0.04230242855226085,1
Support,Post-IPO,United States,429.0,610079000.0,0.05426673062595046,0.009016152867816318,1
Other,Post-IPO,United States,1700.0,1226500000.0,0.06709068732047599,0.045112804036393284,1
Other,Post-IPO,United States,1700.0,1121300000.0,-0.6859750049593335,0.03426343865408299,1
Other,Post-IPO,United States,1700.0,1343400000.0,0.5482631930527722,0.013197969543147225,1
Other,Post-IPO,United States,1700.0,1253100000.0,0.11291114383897889,0.020541082164328595,1
Hardware,Post-IPO,United States,426.0,11221000000.0,0.04610038270355871,0.045112804036393284,0
Hardware,Post-IPO,United States,426.0,11304000000.0,0.03543139425943276,0.03294769718031065,0
Hardware,Post-IPO,United States,426.0,9508000000.0,0.06611703847397349,-0.2096925304488544,0
Hardware,Post-IPO,United States,426.0,14244000000.0,0.03926516157591855,0.21726479146459754,0
Hardware,Post-IPO,United States,426.0,11719000000.0,0.03435161837046836,0.07087206728640982,0
